File,Status,Centroid,Orientation,CNN_Predicted_Taxa,CNN_Predicted_Score,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,File_Name,Unnamed: 0,1. Taxonomic Level,2. Taxonomic Level,3. Taxonomic Level,4. Taxonomic Level,5. Taxonomic Level,Capture location,Capture location - LAT,Capture location - LONG,Capture method,Date Database Addition,Date of Sample Collection,Device,File Name,Files,Image ID,Method of Identification,Observer,Organisation,Original File Name,Project,Project Description,Publication DOI,Sex,Specimen ID,Wing side,Damaged Wing,TAXA LABEL,Landmark Label,Segmentation Label,Number
aedes_germany-albopictus-collection_f_l_c9a95a345ab7.tif,Full Skeleton,791,left,Aedes_albopictus,0.98,0.559375,0.0671875,0.0375,0.0109375,0.0171875,0.059375,0.1234375,0.225,0.3234375,0.521875,0.4375,0.4296875,0.3796875,0.3671875,0.3875,0.275,0.2640625,0.321875,0.284375,0.33125,0.403125,0.459375,0.515625,0.565625,0.603125,0.653125,0.46875,0.453125,0.4125,0.415625,0.3875,0.35,0.3375,0.471875,aedes_germany-albopictus-collection_f_l_c9a95a345ab7.png,9323.0,Culicidae,Aedes,-,albopictus,-,Southern Germany,MISSING VALUE,MISSING VALUE,egg-raft-collection,2024-04-02 00:00:00,MISSING VALUE,leica-m205c,aedes_germany-albopictus-collection_f_l_c9a95a345ab7.tif,Culicidae/aedes/aedes_germany-albopictus-collection_f_l_c9a95a345ab7.tif,c9a95a345ab7,morphology,c.villacanas de castro,"bernhard-nocht-institute for tropical medicine, hamburg, germany",Ae.albo_63_F_L.tif,germany-albopictus-collection,Study on the spread of Aedes albopictus in Germany.,-,F,5812,L,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_convector_f_l_2130b28d2f14.tif,Repaired,865,left,Aedes_albopictus,0.97,0.6,0.0796875,0.053125,0.03125,0.0359375,0.0765625,0.1296875,0.2203125,0.334375,0.5296875,0.440625,0.4265625,0.3984375,0.3875,0.4,0.29375,0.2765625,0.309375,0.271875,0.3125,0.371875,0.44375,0.50625,0.55,0.59375,0.640625,0.46875,0.45625,0.41875,0.41875,0.378125,0.35,0.33125,0.4625,aedes_convector_f_l_2130b28d2f14.png,2735.0,Culicidae,Aedes,-,albopictus,-,"laboratory-colony, bnitm hamburg",49.4093582,8.694724,laboratory-colony,2024-04-02 00:00:00,MISSING VALUE,olympus sz61 + olympus dp23,aedes_convector_f_l_2130b28d2f14.tif,Culicidae/aedes/aedes_convector_f_l_2130b28d2f14.tif,2130b28d2f14,laboratory-colony,k.nolte,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/ConVector/comparison_dataset/raw/wing/Micro_ALa98_l_.TIF,ConVector,"The goal of the study was to systematically compare the effectiveness of depictions of mosquito wings and full mosquito bodies for species identification. Additionally, the usability of different image capture systems, including smartphone, macro-lens attached to a smartphone and stereomicroscope, was evaluated.",10.21203/rs.3.rs-4491538/v1,F,1727,L,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_convector_f_l_9320283a60b2.tif,Repaired,1024,left,Aedes_albopictus,0.94,0.596875,0.075,0.046875,0.028125,0.034375,0.071875,0.128125,0.2125,0.321875,0.528125,0.4265625,0.4203125,0.38125,0.375,0.3890625,0.26875,0.2578125,0.353125,0.30625,0.346875,0.4125,0.465625,0.525,0.56875,0.59375,0.64375,0.490625,0.478125,0.43125,0.434375,0.396875,0.371875,0.353125,0.478125,aedes_convector_f_l_9320283a60b2.png,2743.0,Culicidae,Aedes,-,albopictus,-,"laboratory-colony, bnitm hamburg",49.4093582,8.694724,laboratory-colony,2024-04-02 00:00:00,MISSING VALUE,olympus sz61 + olympus dp23,aedes_convector_f_l_9320283a60b2.tif,Culicidae/aedes/aedes_convector_f_l_9320283a60b2.tif,9320283a60b2,laboratory-colony,k.nolte,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/ConVector/comparison_dataset/raw/wing/Micro_ALb02_l_.TIF,ConVector,"The goal of the study was to systematically compare the effectiveness of depictions of mosquito wings and full mosquito bodies for species identification. Additionally, the usability of different image capture systems, including smartphone, macro-lens attached to a smartphone and stereomicroscope, was evaluated.",10.21203/rs.3.rs-4491538/v1,F,1743,L,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_germany-albopictus-collection_f_r_37c19cd87074.tif,Repaired,1018,right,Aedes_albopictus,0.99,0.59375,0.04531249999999998,0.014062499999999978,0.0,0.018749999999999933,0.04843749999999991,0.10781249999999998,0.20156249999999998,0.33906249999999993,0.5234375,0.42656249999999996,0.41874999999999996,0.38593749999999993,0.3765624999999999,0.375,0.265625,0.24687499999999996,0.28125,0.278125,0.325,0.390625,0.440625,0.46875,0.515625,0.571875,0.590625,0.434375,0.421875,0.371875,0.375,0.334375,0.20625,0.3,0.425,aedes_germany-albopictus-collection_f_r_37c19cd87074.png,9362.0,Culicidae,Aedes,-,albopictus,-,Southern Germany,MISSING VALUE,MISSING VALUE,egg-raft-collection,2024-04-02 00:00:00,MISSING VALUE,leica-m205c,aedes_germany-albopictus-collection_f_r_37c19cd87074.tif,Culicidae/aedes/aedes_germany-albopictus-collection_f_r_37c19cd87074.tif,37c19cd87074,morphology,c.villacanas de castro,"bernhard-nocht-institute for tropical medicine, hamburg, germany",Ae.albo_81_F_R.tif,germany-albopictus-collection,Study on the spread of Aedes albopictus in Germany.,-,F,5832,R,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_germany-albopictus-collection_f_l_1343f017f1cf.tif,Full Skeleton,982,left,Aedes_albopictus,0.99,0.6125,0.0734375,0.046875,0.025,0.0390625,0.06875,0.115625,0.2109375,0.3171875,0.534375,0.4453125,0.4328125,0.3953125,0.3859375,0.396875,0.271875,0.26875,0.33125,0.296875,0.340625,0.409375,0.475,0.521875,0.571875,0.6125,0.66875,0.48125,0.465625,0.421875,0.425,0.3875,0.35625,0.3375,0.48125,aedes_germany-albopictus-collection_f_l_1343f017f1cf.png,9273.0,Culicidae,Aedes,-,albopictus,-,Southern Germany,MISSING VALUE,MISSING VALUE,egg-raft-collection,2024-04-02 00:00:00,MISSING VALUE,leica-m205c,aedes_germany-albopictus-collection_f_l_1343f017f1cf.tif,Culicidae/aedes/aedes_germany-albopictus-collection_f_l_1343f017f1cf.tif,1343f017f1cf,morphology,c.villacanas de castro,"bernhard-nocht-institute for tropical medicine, hamburg, germany",Ae.albo_38_F_L.tif,germany-albopictus-collection,Study on the spread of Aedes albopictus in Germany.,-,F,5785,L,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_vietnam-mosquito-collection-2023_f_l_a9790e9d1d3d.tif,Repaired,777,left,Aedes_aegypti,0.91,0.5953125,0.0703125,0.0328125,0.0375,0.025,0.059375,0.1234375,0.2109375,0.3140625,0.5234375,0.4203125,0.4109375,0.3640625,0.34375,0.3625,0.23125,0.2296875,0.34375,0.340625,0.390625,0.446875,0.515625,0.575,0.61875,0.646875,0.68125,0.490625,0.490625,0.446875,0.453125,0.425,0.390625,0.384375,0.51875,aedes_vietnam-mosquito-collection-2023_f_l_a9790e9d1d3d.png,16590.0,Culicidae,Aedes,-,albopictus,-,"Dak Lak, Vietnam",12.6921651,108.0637031,bg-pro,2024-04-02 00:00:00,2023-08-09 00:00:00,olympus sz61 + olympus dp23,aedes_vietnam-mosquito-collection-2023_f_l_a9790e9d1d3d.tif,Culicidae/aedes/aedes_vietnam-mosquito-collection-2023_f_l_a9790e9d1d3d.tif,a9790e9d1d3d,morphology,do huy loc,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/Vietnam mosquitoes 2023/Highlands of vietnam/161-L.tif,vietnam-mosquito-collection-2023,[Continuation of project: vietnam-mosquito-collection-2022] The aim of the study is to describe the diversity and distribution of mosquito species in Vietnam on a large scale.,-,F,10284,L,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_germany-albopictus-collection_f_l_aad8ec136a62.tif,Repaired,1027,left,Aedes_albopictus,0.99,0.6125,0.0765625,0.0546875,0.0390625,0.0453125,0.0828125,0.1328125,0.2171875,0.3203125,0.53125,0.4359375,0.425,0.4015625,0.3921875,0.4078125,0.2703125,0.271875,0.35625,0.33125,0.371875,0.425,0.48125,0.5375,0.58125,0.61875,0.659375,0.503125,0.48125,0.440625,0.440625,0.409375,0.384375,0.359375,0.484375,aedes_germany-albopictus-collection_f_l_aad8ec136a62.png,9136.0,Culicidae,Aedes,-,albopictus,-,Southern Germany,MISSING VALUE,MISSING VALUE,egg-raft-collection,2024-04-02 00:00:00,MISSING VALUE,leica-m205c,aedes_germany-albopictus-collection_f_l_aad8ec136a62.tif,Culicidae/aedes/aedes_germany-albopictus-collection_f_l_aad8ec136a62.tif,aad8ec136a62,morphology,c.villacanas de castro,"bernhard-nocht-institute for tropical medicine, hamburg, germany",Ae.albo_14_F_L.tif,germany-albopictus-collection,Study on the spread of Aedes albopictus in Germany.,-,F,5669,L,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_germany-albopictus-collection_f_r_9b747240ff40.tif,Full Skeleton,953,right,Aedes_albopictus,0.92,0.5734375,0.043749999999999956,0.012499999999999956,0.0,0.0,0.04062500000000002,0.1171875,0.203125,0.31562500000000004,0.5078125,0.39531249999999996,0.38593750000000004,0.359375,0.3515625,0.359375,0.2421875,0.22968750000000004,0.3375,0.296875,0.35,0.403125,0.471875,0.5375,0.596875,0.63125,0.6875,0.49375,0.49375,0.4375,0.440625,0.403125,0.371875,0.353125,0.5,aedes_germany-albopictus-collection_f_r_9b747240ff40.png,9135.0,Culicidae,Aedes,-,albopictus,-,Southern Germany,MISSING VALUE,MISSING VALUE,egg-raft-collection,2024-04-02 00:00:00,MISSING VALUE,leica-m205c,aedes_germany-albopictus-collection_f_r_9b747240ff40.tif,Culicidae/aedes/aedes_germany-albopictus-collection_f_r_9b747240ff40.tif,9b747240ff40,morphology,c.villacanas de castro,"bernhard-nocht-institute for tropical medicine, hamburg, germany",Ae.albo_149_F_R.tif,germany-albopictus-collection,Study on the spread of Aedes albopictus in Germany.,-,F,5679,R,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_vietnam-mosquito-collection-2022_f_r_abaf3fe42e35.tif,Repaired,937,right,Aedes_albopictus,0.89,0.56875,0.035937499999999956,0.012499999999999956,0.0,0.009374999999999911,0.046875,0.1171875,0.21406249999999993,0.31562499999999993,0.5406249999999999,0.41874999999999996,0.41718749999999993,0.3734375,0.3671875,0.3828125,0.23281249999999998,0.24062499999999998,0.30625,0.340625,0.378125,0.446875,0.5125,0.565625,0.6125,0.6375,0.684375,0.478125,0.475,0.434375,0.434375,0.403125,0.365625,0.36875,0.503125,aedes_vietnam-mosquito-collection-2022_f_r_abaf3fe42e35.png,15717.0,Culicidae,Aedes,-,albopictus,-,"Ha Noi, Vietnam",21.0283334,105.854041,bg-pro,2024-04-02 00:00:00,2022-08-30 00:00:00,olympus sz61 + olympus dp23,aedes_vietnam-mosquito-collection-2022_f_r_abaf3fe42e35.tif,Culicidae/aedes/aedes_vietnam-mosquito-collection-2022_f_r_abaf3fe42e35.tif,abaf3fe42e35,morphology,do huy loc,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/Vietnam mosquitoes 2022-1/wings/R-238.tif,vietnam-mosquito-collection-2022,The aim of the study is to describe the diversity and distribution of mosquito species in Vietnam on a large scale. ,-,F,9892,R,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_germany-albopictus-collection_f_r_978e5a661d59.tif,Full Skeleton,971,right,Aedes_albopictus,0.99,0.584375,0.03281250000000002,0.012499999999999956,0.0,0.006249999999999978,0.046875,0.09687499999999993,0.18125000000000002,0.2875,0.503125,0.4078125,0.3984375,0.36875,0.359375,0.36875,0.24687499999999996,0.24687499999999996,0.340625,0.325,0.365625,0.428125,0.49375,0.54375,0.590625,0.6375,0.68125,0.484375,0.484375,0.4375,0.4375,0.4,0.375,0.353125,0.49375,aedes_germany-albopictus-collection_f_r_978e5a661d59.png,9306.0,Culicidae,Aedes,-,albopictus,-,Southern Germany,MISSING VALUE,MISSING VALUE,egg-raft-collection,2024-04-02 00:00:00,MISSING VALUE,leica-m205c,aedes_germany-albopictus-collection_f_r_978e5a661d59.tif,Culicidae/aedes/aedes_germany-albopictus-collection_f_r_978e5a661d59.tif,978e5a661d59,morphology,c.villacanas de castro,"bernhard-nocht-institute for tropical medicine, hamburg, germany",Ae.albo_54_F_R.tif,germany-albopictus-collection,Study on the spread of Aedes albopictus in Germany.,-,F,5802,R,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_convector_f_l_8ff9040aa589.tif,Repaired,1011,left,Aedes_albopictus,0.96,0.603125,0.075,0.065625,0.0515625,0.0515625,0.090625,0.1390625,0.2234375,0.33125,0.5265625,0.4296875,0.4234375,0.3953125,0.3875,0.3953125,0.2828125,0.2828125,0.346875,0.346875,0.378125,0.428125,0.48125,0.5375,0.58125,0.61875,0.6625,0.49375,0.484375,0.440625,0.44375,0.40625,0.384375,0.365625,0.49375,aedes_convector_f_l_8ff9040aa589.png,2616.0,Culicidae,Aedes,-,albopictus,-,"laboratory-colony, bnitm hamburg",49.4093582,8.694724,laboratory-colony,2024-04-02 00:00:00,MISSING VALUE,olympus sz61 + olympus dp23,aedes_convector_f_l_8ff9040aa589.tif,Culicidae/aedes/aedes_convector_f_l_8ff9040aa589.tif,8ff9040aa589,laboratory-colony,k.nolte,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/ConVector/comparison_dataset/raw/wing/Micro_ALa36_l_.TIF,ConVector,"The goal of the study was to systematically compare the effectiveness of depictions of mosquito wings and full mosquito bodies for species identification. Additionally, the usability of different image capture systems, including smartphone, macro-lens attached to a smartphone and stereomicroscope, was evaluated.",10.21203/rs.3.rs-4491538/v1,F,1480,L,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_germany-albopictus-collection_f_l_89c3dcfbc66f.tif,Repaired,1001,left,Aedes_albopictus,0.91,0.596875,0.0890625,0.0578125,0.0421875,0.05,0.096875,0.1515625,0.2328125,0.3484375,0.5546875,0.4609375,0.45625,0.3984375,0.39375,0.4140625,0.284375,0.2921875,0.303125,0.3125,0.353125,0.41875,0.471875,0.53125,0.578125,0.621875,0.653125,0.475,0.475,0.43125,0.434375,0.4125,0.36875,0.35625,0.490625,aedes_germany-albopictus-collection_f_l_89c3dcfbc66f.png,9097.0,Culicidae,Aedes,-,albopictus,-,Southern Germany,MISSING VALUE,MISSING VALUE,egg-raft-collection,2024-04-02 00:00:00,MISSING VALUE,leica-m205c,aedes_germany-albopictus-collection_f_l_89c3dcfbc66f.tif,Culicidae/aedes/aedes_germany-albopictus-collection_f_l_89c3dcfbc66f.tif,89c3dcfbc66f,morphology,c.villacanas de castro,"bernhard-nocht-institute for tropical medicine, hamburg, germany",Ae.albo_130_F_L.tif,germany-albopictus-collection,Study on the spread of Aedes albopictus in Germany.,-,F,5660,L,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_germany-albopictus-collection_f_r_11125b46e291.tif,Full Skeleton,997,right,Aedes_albopictus,0.97,0.6046875,0.04531249999999998,0.012500000000000067,0.0,0.004687500000000067,0.04843750000000002,0.10781249999999998,0.19843750000000004,0.30781250000000004,0.5296875000000001,0.40937500000000004,0.4078125,0.36250000000000004,0.35,0.3578125,0.24843749999999998,0.23125000000000007,0.334375,0.315625,0.365625,0.43125,0.49375,0.540625,0.5875,0.621875,0.665625,0.4875,0.48125,0.434375,0.434375,0.403125,0.375,0.359375,0.496875,aedes_germany-albopictus-collection_f_r_11125b46e291.png,9287.0,Culicidae,Aedes,-,albopictus,-,Southern Germany,MISSING VALUE,MISSING VALUE,egg-raft-collection,2024-04-02 00:00:00,MISSING VALUE,leica-m205c,aedes_germany-albopictus-collection_f_r_11125b46e291.tif,Culicidae/aedes/aedes_germany-albopictus-collection_f_r_11125b46e291.tif,11125b46e291,morphology,c.villacanas de castro,"bernhard-nocht-institute for tropical medicine, hamburg, germany",Ae.albo_44_F_R.tif,germany-albopictus-collection,Study on the spread of Aedes albopictus in Germany.,-,F,5792,R,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_vietnam-mosquito-collection-2023_f_r_6e8a8b17e858.tif,Repaired,990,right,Aedes_aegypti,0.84,0.5796875,0.03749999999999998,0.014062499999999978,0.0,0.006249999999999978,0.04531249999999998,0.10312500000000002,0.18125000000000002,0.28437500000000004,0.5140625000000001,0.40937500000000004,0.4078125,0.3609375,0.34843750000000007,0.37187500000000007,0.25312500000000004,0.24062499999999998,0.315625,0.3125,0.353125,0.41875,0.475,0.534375,0.578125,0.6125,0.653125,0.471875,0.465625,0.421875,0.425,0.403125,0.36875,0.346875,0.48125,aedes_vietnam-mosquito-collection-2023_f_r_6e8a8b17e858.png,16597.0,Culicidae,Aedes,-,albopictus,-,"Dak Lak, Vietnam",12.6921651,108.0637031,bg-pro,2024-04-02 00:00:00,2023-08-15 00:00:00,olympus sz61 + olympus dp23,aedes_vietnam-mosquito-collection-2023_f_r_6e8a8b17e858.tif,Culicidae/aedes/aedes_vietnam-mosquito-collection-2023_f_r_6e8a8b17e858.tif,6e8a8b17e858,morphology,do huy loc,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/Vietnam mosquitoes 2023/Highlands of vietnam/200-R.tif,vietnam-mosquito-collection-2023,[Continuation of project: vietnam-mosquito-collection-2022] The aim of the study is to describe the diversity and distribution of mosquito species in Vietnam on a large scale.,-,F,10314,R,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_convector_f_r_097c03659e37.tif,Repaired,1091,right,Aedes_albopictus,0.97,0.6203125,0.046875,0.020312499999999956,0.0,0.0031250000000000444,0.04843750000000002,0.10781249999999998,0.22187500000000004,0.3140625,0.5484375,0.4296875,0.415625,0.3828125,0.3734375,0.390625,0.26875000000000004,0.26875000000000004,0.25625,0.290625,0.334375,0.40625,0.46875,0.521875,0.559375,0.584375,0.646875,0.421875,0.43125,0.38125,0.390625,0.35,0.31875,0.3125,0.453125,aedes_convector_f_r_097c03659e37.png,2629.0,Culicidae,Aedes,-,albopictus,-,"laboratory-colony, bnitm hamburg",49.4093582,8.694724,laboratory-colony,2024-04-02 00:00:00,MISSING VALUE,olympus sz61 + olympus dp23,aedes_convector_f_r_097c03659e37.tif,Culicidae/aedes/aedes_convector_f_r_097c03659e37.tif,097c03659e37,laboratory-colony,k.nolte,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/ConVector/comparison_dataset/raw/wing/Micro_ALa42_r_.TIF,ConVector,"The goal of the study was to systematically compare the effectiveness of depictions of mosquito wings and full mosquito bodies for species identification. Additionally, the usability of different image capture systems, including smartphone, macro-lens attached to a smartphone and stereomicroscope, was evaluated.",10.21203/rs.3.rs-4491538/v1,F,1504,R,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_vietnam-mosquito-collection-2022_f_r_aea23f3f31ad.tif,Repaired,824,right,Aedes_albopictus,0.99,0.6,0.034375000000000044,0.012499999999999956,0.0,0.004687499999999956,0.034375000000000044,0.09375,0.17812499999999998,0.2984375,0.5375,0.4140625,0.4140625,0.359375,0.35468750000000004,0.36875,0.25,0.22968750000000004,0.334375,0.340625,0.40625,0.43125,0.446875,0.509375,0.559375,0.6125,0.6625,0.48125,0.465625,0.428125,0.428125,0.396875,0.365625,0.35,0.484375,aedes_vietnam-mosquito-collection-2022_f_r_aea23f3f31ad.png,15694.0,Culicidae,Aedes,-,albopictus,-,"Ha Noi, Vietnam",21.0283334,105.854041,bg-pro,2024-04-02 00:00:00,2022-08-17 00:00:00,olympus sz61 + olympus dp23,aedes_vietnam-mosquito-collection-2022_f_r_aea23f3f31ad.tif,Culicidae/aedes/aedes_vietnam-mosquito-collection-2022_f_r_aea23f3f31ad.tif,aea23f3f31ad,morphology,do huy loc,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/Vietnam mosquitoes 2022-1/wings/R-131.tif,vietnam-mosquito-collection-2022,The aim of the study is to describe the diversity and distribution of mosquito species in Vietnam on a large scale. ,-,F,9725,R,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_convector_f_r_2b53fea6f23f.tif,Repaired,881,left,Aedes_albopictus,0.94,0.596875,0.0734375,0.0453125,0.0265625,0.0296875,0.0671875,0.128125,0.19375,0.3078125,0.50625,0.41875,0.4125,0.36875,0.3484375,0.3703125,0.240625,0.23125,0.34375,0.3,0.346875,0.403125,0.465625,0.521875,0.58125,0.625,0.665625,0.5,0.48125,0.4375,0.44375,0.40625,0.378125,0.35625,0.5,aedes_convector_f_r_2b53fea6f23f.png,2895.0,Culicidae,Aedes,-,albopictus,-,"laboratory-colony, bnitm hamburg",49.4093582,8.694724,laboratory-colony,2024-04-02 00:00:00,MISSING VALUE,olympus sz61 + olympus dp23,aedes_convector_f_r_2b53fea6f23f.tif,Culicidae/aedes/aedes_convector_f_r_2b53fea6f23f.tif,2b53fea6f23f,laboratory-colony,k.nolte,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/ConVector/comparison_dataset/raw/wing/Micro_ALb80_r_.TIF,ConVector,"The goal of the study was to systematically compare the effectiveness of depictions of mosquito wings and full mosquito bodies for species identification. Additionally, the usability of different image capture systems, including smartphone, macro-lens attached to a smartphone and stereomicroscope, was evaluated.",10.21203/rs.3.rs-4491538/v1,F,2054,R,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_germany-albopictus-collection_f_r_0a54511c08ce.tif,Repaired,840,right,Aedes_albopictus,0.99,0.5515625,0.04999999999999993,0.018749999999999933,0.0,0.0015625000000000222,0.04062500000000002,0.09531250000000002,0.17656249999999996,0.27656249999999993,0.46562499999999996,0.384375,0.3765625,0.3296875,0.321875,0.36875,0.22187499999999993,0.21562499999999996,0.378125,0.346875,0.3875,0.440625,0.49375,0.5375,0.575,0.596875,0.6375,0.4875,0.4875,0.446875,0.45,0.425,0.334375,0.378125,0.490625,aedes_germany-albopictus-collection_f_r_0a54511c08ce.png,9144.0,Culicidae,Aedes,-,albopictus,-,Southern Germany,MISSING VALUE,MISSING VALUE,egg-raft-collection,2024-04-02 00:00:00,MISSING VALUE,leica-m205c,aedes_germany-albopictus-collection_f_r_0a54511c08ce.tif,Culicidae/aedes/aedes_germany-albopictus-collection_f_r_0a54511c08ce.tif,0a54511c08ce,morphology,c.villacanas de castro,"bernhard-nocht-institute for tropical medicine, hamburg, germany",Ae.albo_153_F_R.tif,germany-albopictus-collection,Study on the spread of Aedes albopictus in Germany.,-,F,5684,R,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_vietnam-mosquito-collection-2022_f_r_8a94a5594bd7.tif,Repaired,983,right,Aedes_albopictus,0.99,0.63125,0.04999999999999993,0.020312499999999956,0.0015624999999999112,0.0,0.04531249999999998,0.10624999999999996,0.1968749999999999,0.30937499999999996,0.5640624999999999,0.4375,0.4312499999999999,0.39374999999999993,0.3890625,0.40156249999999993,0.2671874999999999,0.2593749999999999,0.39375,0.31875,0.359375,0.415625,0.46875,0.53125,0.58125,0.625,0.690625,0.5375,0.5125,0.471875,0.465625,0.421875,0.39375,0.3625,0.496875,aedes_vietnam-mosquito-collection-2022_f_r_8a94a5594bd7.png,15709.0,Culicidae,Aedes,-,albopictus,-,"Ha Noi, Vietnam",21.0283334,105.854041,bg-pro,2024-04-02 00:00:00,2022-08-30 00:00:00,olympus sz61 + olympus dp23,aedes_vietnam-mosquito-collection-2022_f_r_8a94a5594bd7.tif,Culicidae/aedes/aedes_vietnam-mosquito-collection-2022_f_r_8a94a5594bd7.tif,8a94a5594bd7,morphology,do huy loc,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/Vietnam mosquitoes 2022-1/wings/R-223.tif,vietnam-mosquito-collection-2022,The aim of the study is to describe the diversity and distribution of mosquito species in Vietnam on a large scale. ,-,F,9870,R,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_vietnam-mosquito-collection-2023_f_r_dadb3eaf9d8a.tif,Repaired,984,right,Aedes_aegypti,0.92,0.61875,0.04843750000000002,0.018750000000000044,0.0,0.0078125,0.042187500000000044,0.11250000000000004,0.1953125,0.3109375,0.54375,0.4296875,0.4078125,0.365625,0.3671875,0.35625000000000007,0.23750000000000004,0.22499999999999998,0.346875,0.284375,0.33125,0.39375,0.4625,0.534375,0.590625,0.625,0.68125,0.490625,0.484375,0.4375,0.440625,0.378125,0.2875,0.346875,0.496875,aedes_vietnam-mosquito-collection-2023_f_r_dadb3eaf9d8a.png,16601.0,Culicidae,Aedes,-,albopictus,-,"Dak Lak, Vietnam",12.6921651,108.0637031,bg-pro,2024-04-02 00:00:00,2023-08-30 00:00:00,olympus sz61 + olympus dp23,aedes_vietnam-mosquito-collection-2023_f_r_dadb3eaf9d8a.tif,Culicidae/aedes/aedes_vietnam-mosquito-collection-2023_f_r_dadb3eaf9d8a.tif,dadb3eaf9d8a,morphology,do huy loc,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/Vietnam mosquitoes 2023/Highlands of vietnam/292-R.tif,vietnam-mosquito-collection-2023,[Continuation of project: vietnam-mosquito-collection-2022] The aim of the study is to describe the diversity and distribution of mosquito species in Vietnam on a large scale.,-,F,10371,R,0.0,Aedes_albopictus,not labeled,not labeled,
aedes_urca_f_l_8c32abddf427.tif,Repaired,1086,right,Aedes_aegypti,0.71,0.571875,0.0390625,0.017187500000000022,0.0,0.0015625000000000222,0.0390625,0.09375,0.16875000000000007,0.28437500000000004,0.503125,0.4,0.396875,0.3453125,0.34375,0.3453125,0.23906250000000007,0.23750000000000004,0.353125,0.33125,0.3625,0.421875,0.475,0.5375,0.584375,0.625,0.665625,0.509375,0.49375,0.45,0.446875,0.415625,0.39375,0.36875,0.496875,aedes_urca_f_l_8c32abddf427.png,21921.0,Culicidae,Aedes,-,albopictus,-,"Rio de Janeiro, Brazil",MISSING VALUE,MISSING VALUE,MISSING VALUE,2025-11-09,MISSING VALUE,olympus sz61 + olympus dp23,aedes_urca_f_l_8c32abddf427.tif,culicidae/aedes/aedes_urca_f_l_8c32abddf427.tif,8c32abddf427,morphology,j.saathoff,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Extreme SSD/MosquitoWingImages_raw/bnitm/Joy_Bilder/URCA/22l_Aedes_albopictus_URCA.tif,URCA,This study aims to increase on the diversity and distribution of mosquitoes from Brasil in the database.,,F,A_2323,L,0.0,Aedes_albopictus,not labeled,not labeled,
