Image_ID,File,Status,Centroid,Orientation,CNN_Predicted_Taxa,CNN_Predicted_Score,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,File_Name,File Name,TAXA LABEL
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-diversity-study_f_r_6e2744da04ef.png,Repaired,1672,right,Aedes_aegypti,0.81,0.5671875,0.057812500000000044,0.0234375,0.0,0.0,0.046875,0.09843750000000007,0.1953125,0.30781250000000004,0.496875,0.396875,0.39375000000000004,0.3515625,0.3421875,0.36250000000000004,0.25468750000000007,0.2109375,0.35625,0.30625,0.353125,0.415625,0.46875,0.521875,0.571875,0.6125,0.653125,0.484375,0.478125,0.44375,0.440625,0.409375,0.38125,0.3625,0.5,aedes_aegypti-diversity-study_f_r_6e2744da04ef.png,aedes_aegypti-diversity-study_f_r_6e2744da04ef.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-diversity-study_f_r_e4d9d7e5d0c4.png,Full Skeleton,1286,right,Aedes_aegypti,0.99,0.5265624999999999,0.035937499999999956,0.010937499999999933,0.0,0.010937499999999933,0.04531249999999998,0.10468749999999993,0.1890624999999999,0.2875,0.47187499999999993,0.3687499999999999,0.35624999999999996,0.3265625,0.31562499999999993,0.3218749999999999,0.20781249999999996,0.2046874999999999,0.36875,0.353125,0.4,0.453125,0.503125,0.553125,0.596875,0.628125,0.665625,0.50625,0.5,0.4625,0.4625,0.43125,0.403125,0.384375,0.51875,aedes_aegypti-diversity-study_f_r_e4d9d7e5d0c4.png,aedes_aegypti-diversity-study_f_r_e4d9d7e5d0c4.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-wolbachia-study_f_l_5e72d916735c.png,Full Skeleton,1184,left,Aedes_aegypti,0.99,0.5578125,0.0578125,0.0359375,0.01875,0.025,0.065625,0.128125,0.2125,0.3140625,0.5078125,0.3921875,0.390625,0.3578125,0.35625,0.3671875,0.259375,0.240625,0.415625,0.365625,0.415625,0.475,0.525,0.58125,0.634375,0.675,0.728125,0.56875,0.55625,0.515625,0.5125,0.46875,0.440625,0.4125,0.5625,aedes_aegypti-wolbachia-study_f_l_5e72d916735c.png,aedes_aegypti-wolbachia-study_f_l_5e72d916735c.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-wolbachia-study_f_l_e08a887acb4a.png,Repaired,1158,left,Aedes_aegypti,0.99,0.546875,0.065625,0.0421875,0.0265625,0.03125,0.0671875,0.1203125,0.1859375,0.28125,0.4765625,0.378125,0.378125,0.34375,0.3375,0.3515625,0.2328125,0.2328125,0.390625,0.34375,0.375,0.4375,0.49375,0.521875,0.575,0.615625,0.66875,0.525,0.509375,0.478125,0.46875,0.43125,0.40625,0.38125,0.509375,aedes_aegypti-wolbachia-study_f_l_e08a887acb4a.png,aedes_aegypti-wolbachia-study_f_l_e08a887acb4a.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-wolbachia-study_f_r_bd4b0d50effd.png,Repaired,1159,right,Aedes_aegypti,0.94,0.634375,0.050000000000000044,0.015625,0.0,0.010937500000000044,0.050000000000000044,0.11562499999999998,0.18906250000000002,0.328125,0.55,0.42500000000000004,0.41874999999999996,0.3890625,0.3765625,0.3890625,0.25468749999999996,0.23750000000000004,0.265625,0.28125,0.334375,0.4,0.459375,0.503125,0.55625,0.590625,0.63125,0.44375,0.446875,0.390625,0.390625,0.346875,0.315625,0.3,0.4625,aedes_aegypti-wolbachia-study_f_r_bd4b0d50effd.png,aedes_aegypti-wolbachia-study_f_r_bd4b0d50effd.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-worldwide-collection_f_l_79e03c35c2e5.png,Repaired,1580,right,Aedes_aegypti,0.99,0.534375,0.04531249999999998,0.017187500000000022,0.0,0.006249999999999978,0.05312499999999998,0.1171875,0.18906250000000002,0.2890625,0.48593749999999997,0.3828125,0.3765625,0.3359375,0.33281249999999996,0.34062499999999996,0.25312499999999993,0.22499999999999998,0.35,0.309375,0.353125,0.415625,0.475,0.528125,0.58125,0.625,0.66875,0.4875,0.484375,0.434375,0.434375,0.4,0.365625,0.35625,0.496875,aedes_aegypti-worldwide-collection_f_l_79e03c35c2e5.png,aedes_aegypti-worldwide-collection_f_l_79e03c35c2e5.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-worldwide-collection_f_l_96f0916b716e.png,Repaired,1681,right,Aedes_aegypti,1.0,0.56875,0.05625000000000002,0.018749999999999933,0.0,0.006249999999999978,0.051562499999999956,0.11406249999999996,0.18593749999999998,0.28593749999999996,0.48124999999999996,0.3765625,0.375,0.34375,0.3359375,0.35,0.23749999999999993,0.22968749999999993,0.3375,0.3125,0.353125,0.415625,0.46875,0.51875,0.571875,0.61875,0.665625,0.490625,0.475,0.4375,0.434375,0.4,0.365625,0.35,0.4875,aedes_aegypti-worldwide-collection_f_l_96f0916b716e.png,aedes_aegypti-worldwide-collection_f_l_96f0916b716e.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-worldwide-collection_f_l_aead82154467.png,Full Skeleton,1815,right,Aedes_aegypti,1.0,0.5859375,0.043749999999999956,0.015625,0.0,0.004687499999999956,0.04843750000000002,0.10781249999999998,0.18593749999999998,0.29374999999999996,0.4984375,0.38749999999999996,0.384375,0.3515625,0.34375,0.359375,0.22187499999999993,0.22031250000000002,0.328125,0.315625,0.365625,0.425,0.48125,0.5375,0.575,0.615625,0.65,0.5,0.475,0.4375,0.4375,0.396875,0.365625,0.346875,0.49375,aedes_aegypti-worldwide-collection_f_l_aead82154467.png,aedes_aegypti-worldwide-collection_f_l_aead82154467.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-worldwide-collection_f_l_f8bafc632a5f.png,Full Skeleton,1766,right,Aedes_aegypti,1.0,0.565625,0.050000000000000044,0.010937500000000044,0.0,0.004687499999999956,0.0390625,0.09843749999999996,0.18281250000000004,0.2875,0.48125,0.36875,0.365625,0.33125000000000004,0.3203125,0.334375,0.21718749999999998,0.2109375,0.33125,0.3,0.34375,0.409375,0.45625,0.515625,0.5625,0.615625,0.665625,0.490625,0.478125,0.434375,0.434375,0.39375,0.36875,0.346875,0.4875,aedes_aegypti-worldwide-collection_f_l_f8bafc632a5f.png,aedes_aegypti-worldwide-collection_f_l_f8bafc632a5f.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-worldwide-collection_f_r_0ef8448ba801.png,Full Skeleton,1738,left,Aedes_aegypti,0.99,0.58125,0.0640625,0.0328125,0.015625,0.025,0.0578125,0.1125,0.190625,0.3078125,0.5015625,0.4,0.4,0.3609375,0.3546875,0.365625,0.259375,0.2421875,0.346875,0.309375,0.35625,0.4125,0.465625,0.51875,0.56875,0.61875,0.665625,0.496875,0.48125,0.44375,0.440625,0.40625,0.371875,0.353125,0.490625,aedes_aegypti-worldwide-collection_f_r_0ef8448ba801.png,aedes_aegypti-worldwide-collection_f_r_0ef8448ba801.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-worldwide-collection_f_r_700d7e8fec3b.png,Full Skeleton,1772,left,Aedes_aegypti,1.0,0.68125,0.0859375,0.04375,0.0203125,0.0203125,0.0765625,0.1546875,0.2328125,0.3390625,0.5875,0.45,0.4390625,0.4015625,0.39375,0.40625,0.271875,0.26875,0.246875,0.21875,0.275,0.346875,0.4,0.471875,0.528125,0.578125,0.63125,0.43125,0.421875,0.371875,0.371875,0.328125,0.296875,0.278125,0.434375,aedes_aegypti-worldwide-collection_f_r_700d7e8fec3b.png,aedes_aegypti-worldwide-collection_f_r_700d7e8fec3b.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-worldwide-collection_f_r_93e7c8f55295.png,Repaired,1908,left,Aedes_aegypti,1.0,0.5453125,0.071875,0.040625,0.0203125,0.021875,0.059375,0.115625,0.1875,0.284375,0.4640625,0.3609375,0.3578125,0.3265625,0.3203125,0.3296875,0.2546875,0.2359375,0.346875,0.325,0.365625,0.425,0.478125,0.525,0.575,0.6125,0.6625,0.5125,0.4875,0.44375,0.44375,0.403125,0.38125,0.359375,0.484375,aedes_aegypti-worldwide-collection_f_r_93e7c8f55295.png,aedes_aegypti-worldwide-collection_f_r_93e7c8f55295.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-worldwide-collection_f_r_b2fec01663bf.png,Repaired,1890,left,Aedes_aegypti,1.0,0.675,0.0734375,0.0421875,0.0265625,0.0375,0.0796875,0.1453125,0.234375,0.3453125,0.6,0.4546875,0.453125,0.415625,0.4046875,0.4203125,0.284375,0.2703125,0.2875,0.33125,0.384375,0.4625,0.50625,0.565625,0.6125,0.646875,0.69375,0.475,0.478125,0.4375,0.434375,0.396875,0.35625,0.340625,0.5125,aedes_aegypti-worldwide-collection_f_r_b2fec01663bf.png,aedes_aegypti-worldwide-collection_f_r_b2fec01663bf.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-worldwide-collection_f_r_da1a3456189c.png,Repaired,1916,left,Aedes_aegypti,0.97,0.5953125,0.065625,0.0359375,0.015625,0.0203125,0.05625,0.121875,0.1921875,0.3015625,0.5265625,0.396875,0.396875,0.3640625,0.3578125,0.3703125,0.2734375,0.24375,0.375,0.315625,0.35625,0.421875,0.478125,0.534375,0.5875,0.634375,0.69375,0.525,0.515625,0.471875,0.46875,0.43125,0.403125,0.375,0.515625,aedes_aegypti-worldwide-collection_f_r_da1a3456189c.png,aedes_aegypti-worldwide-collection_f_r_da1a3456189c.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-worldwide-collection_f_r_eae9ed3ece37.png,Repaired,1804,left,Aedes_aegypti,1.0,0.5859375,0.071875,0.0421875,0.01875,0.0234375,0.0671875,0.1359375,0.2125,0.3125,0.51875,0.4,0.396875,0.359375,0.35625,0.36875,0.2609375,0.2515625,0.34375,0.296875,0.33125,0.39375,0.446875,0.503125,0.553125,0.596875,0.646875,0.496875,0.465625,0.428125,0.425,0.39375,0.353125,0.340625,0.46875,aedes_aegypti-worldwide-collection_f_r_eae9ed3ece37.png,aedes_aegypti-worldwide-collection_f_r_eae9ed3ece37.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_aegypti-worldwide-collection_f_x_42daa5ffc1f4.png,Repaired,1906,left,Aedes_aegypti,0.98,0.615625,0.0765625,0.0453125,0.025,0.025,0.078125,0.1296875,0.2109375,0.321875,0.546875,0.4140625,0.4046875,0.3703125,0.36875,0.3734375,0.2828125,0.25625,0.3125,0.31875,0.3625,0.425,0.48125,0.540625,0.5875,0.63125,0.678125,0.5,0.49375,0.446875,0.440625,0.403125,0.371875,0.359375,0.503125,aedes_aegypti-worldwide-collection_f_x_42daa5ffc1f4.png,aedes_aegypti-worldwide-collection_f_x_42daa5ffc1f4.tif,Aedes_aegypti
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_cnn-study_f_r_00bf28ba73f6.png,Repaired,1520,right,Aedes_communis-punctor-pair,0.97,0.565625,0.042187500000000044,0.014062499999999978,0.0,0.0078125,0.04531249999999998,0.09999999999999998,0.1796875,0.2875,0.4625,0.36875,0.359375,0.3265625,0.321875,0.3296875,0.21406250000000004,0.22031250000000002,0.33125,0.315625,0.365625,0.425,0.48125,0.540625,0.6,0.646875,0.7,0.515625,0.49375,0.44375,0.446875,0.403125,0.365625,0.346875,0.503125,aedes_cnn-study_f_r_00bf28ba73f6.png,aedes_cnn-study_f_r_00bf28ba73f6.tif,Aedes_communis-punctor-pair
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_cnn-study_f_r_00d740957890.png,Full Skeleton,1202,right,Aedes_cinereus-geminus-pair,0.97,0.5765625000000001,0.046875,0.015625,0.0,0.006249999999999978,0.04375000000000007,0.10312500000000002,0.1953125,0.30156250000000007,0.5203125,0.421875,0.421875,0.3765625,0.37187500000000007,0.38750000000000007,0.2515625,0.2421875,0.346875,0.321875,0.371875,0.4375,0.490625,0.546875,0.590625,0.634375,0.678125,0.496875,0.475,0.44375,0.44375,0.409375,0.375,0.359375,0.503125,aedes_cnn-study_f_r_00d740957890.png,aedes_cnn-study_f_r_00d740957890.tif,Aedes_cinereus-geminus-pair
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_cnn-study_f_r_015cfde1a1bd.png,Full Skeleton,1185,right,Aedes_sticticus,0.98,0.5921875,0.043749999999999956,0.018750000000000044,0.0,0.004687499999999956,0.043749999999999956,0.10781249999999998,0.20625000000000004,0.30937499999999996,0.51875,0.4078125,0.4046875,0.365625,0.3609375,0.3671875,0.23281249999999998,0.25468749999999996,0.303125,0.3125,0.35625,0.421875,0.48125,0.5375,0.6,0.646875,0.7,0.4875,0.478125,0.440625,0.4375,0.390625,0.353125,0.3375,0.496875,aedes_cnn-study_f_r_015cfde1a1bd.png,aedes_cnn-study_f_r_015cfde1a1bd.tif,Aedes_sticticus
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_cnn-study_f_r_023829aa5dde.png,Full Skeleton,1483,right,Aedes_cinereus-geminus-pair,0.98,0.6156250000000001,0.04375000000000007,0.017187500000000022,0.0,0.0078125,0.04531249999999998,0.10781249999999998,0.1953125,0.30781250000000004,0.5234375,0.41875000000000007,0.415625,0.3734375,0.37187500000000007,0.375,0.25625,0.23593750000000002,0.35625,0.33125,0.378125,0.446875,0.490625,0.5375,0.590625,0.628125,0.678125,0.5,0.484375,0.45,0.446875,0.415625,0.3875,0.365625,0.503125,aedes_cnn-study_f_r_023829aa5dde.png,aedes_cnn-study_f_r_023829aa5dde.tif,Aedes_cinereus-geminus-pair
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_cnn-study_f_r_03438c8049f0.png,Repaired,1282,right,Aedes_vexans,0.53,0.5578125,0.042187500000000044,0.015625,0.0,0.006249999999999978,0.04531249999999998,0.09999999999999998,0.18593749999999998,0.27812500000000007,0.49062500000000003,0.3828125,0.38125,0.35625000000000007,0.3515625,0.3609375,0.2515625,0.24062499999999998,0.34375,0.3125,0.3625,0.41875,0.475,0.528125,0.584375,0.621875,0.671875,0.4875,0.48125,0.4375,0.440625,0.396875,0.375,0.35,0.4875,aedes_cnn-study_f_r_03438c8049f0.png,aedes_cnn-study_f_r_03438c8049f0.tif,Aedes_vexans
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_cnn-study_f_r_055d221a4897.png,Full Skeleton,1488,right,Aedes_rusticus,0.98,0.565625,0.03281250000000002,0.014062499999999978,0.0,0.017187500000000022,0.06093749999999998,0.1171875,0.20000000000000007,0.3046875,0.46875,0.36406250000000007,0.353125,0.33281250000000007,0.32343750000000004,0.3265625,0.1875,0.21250000000000002,0.334375,0.33125,0.36875,0.43125,0.490625,0.55,0.6,0.646875,0.684375,0.50625,0.496875,0.446875,0.446875,0.4,0.3625,0.359375,0.509375,aedes_cnn-study_f_r_055d221a4897.png,aedes_cnn-study_f_r_055d221a4897.tif,Aedes_rusticus
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_cnn-study_f_r_082b4d08ef94.png,Full Skeleton,1786,right,Aedes_rusticus,0.96,0.546875,0.035937499999999956,0.010937499999999933,0.0,0.009374999999999911,0.05312499999999998,0.10781249999999998,0.1875,0.28593749999999996,0.459375,0.34687499999999993,0.34062499999999996,0.32499999999999996,0.31875,0.3203125,0.1812499999999999,0.20624999999999993,0.34375,0.328125,0.371875,0.428125,0.4875,0.546875,0.603125,0.646875,0.690625,0.515625,0.5,0.45,0.446875,0.40625,0.371875,0.359375,0.50625,aedes_cnn-study_f_r_082b4d08ef94.png,aedes_cnn-study_f_r_082b4d08ef94.tif,Aedes_rusticus
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_cnn-study_f_r_08a123f4f982.png,Full Skeleton,1771,right,Aedes_rusticus,0.94,0.5578125,0.03281250000000002,0.012499999999999956,0.0,0.004687499999999956,0.051562499999999956,0.11093750000000002,0.19218749999999996,0.2984375,0.46562499999999996,0.35624999999999996,0.34843749999999996,0.334375,0.3265625,0.3265625,0.18906250000000002,0.21250000000000002,0.325,0.321875,0.3625,0.41875,0.471875,0.540625,0.590625,0.640625,0.68125,0.50625,0.49375,0.446875,0.44375,0.39375,0.3625,0.353125,0.503125,aedes_cnn-study_f_r_08a123f4f982.png,aedes_cnn-study_f_r_08a123f4f982.tif,Aedes_rusticus
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_cnn-study_f_r_08e03a6b86e9.png,Repaired,1512,right,Aedes_communis-punctor-pair,0.93,0.5484374999999999,0.0390625,0.010937499999999933,0.0,0.004687499999999956,0.051562499999999956,0.10468749999999993,0.19062499999999993,0.2875,0.46875,0.37187499999999996,0.3671875,0.3453125,0.34062499999999996,0.34375,0.21250000000000002,0.21875,0.346875,0.340625,0.39375,0.453125,0.496875,0.55,0.596875,0.64375,0.690625,0.50625,0.496875,0.459375,0.45625,0.415625,0.384375,0.375,0.515625,aedes_cnn-study_f_r_08e03a6b86e9.png,aedes_cnn-study_f_r_08e03a6b86e9.tif,Aedes_communis-punctor-pair
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_cnn-study_f_r_0955e76ed6cb.png,Full Skeleton,1059,right,Aedes_sticticus,0.97,0.5703125,0.043749999999999956,0.012499999999999956,0.0,0.0015624999999999112,0.03749999999999998,0.10468749999999993,0.18437499999999996,0.296875,0.490625,0.3828125,0.37968749999999996,0.35,0.34843749999999996,0.3531249999999999,0.2124999999999999,0.22968749999999993,0.340625,0.30625,0.353125,0.40625,0.465625,0.528125,0.59375,0.6375,0.69375,0.50625,0.49375,0.453125,0.45,0.40625,0.371875,0.35,0.50625,aedes_cnn-study_f_r_0955e76ed6cb.png,aedes_cnn-study_f_r_0955e76ed6cb.tif,Aedes_sticticus
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference_json/aedes_cnn-study_f_r_09ee0d2523f5.png,Repaired,1240,right,Aedes_sticticus,0.74,0.58125,0.05937500000000007,0.0234375,0.0,0.010937500000000044,0.04375000000000007,0.10468750000000004,0.18906250000000002,0.2984375,0.5125,0.396875,0.39531250000000007,0.36875,0.3578125,0.365625,0.24062499999999998,0.23750000000000004,0.33125,0.26875,0.315625,0.3875,0.4375,0.509375,0.58125,0.640625,0.7,0.5125,0.4875,0.44375,0.4375,0.39375,0.36875,0.3375,0.49375,aedes_cnn-study_f_r_09ee0d2523f5.png,aedes_cnn-study_f_r_09ee0d2523f5.tif,Aedes_sticticus
