Image_ID,File,Status,Centroid,Orientation,CNN_Predicted_Taxa,CNN_Predicted_Score,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,X_sm_17,X_sm_18,X_sm_19,X_sm_20,X_sm_21,X_sm_22,X_sm_23,X_sm_24,X_sm_25,X_sm_26,X_sm_27,X_sm_28,X_sm_29,X_sm_30,X_sm_31,X_sm_32,X_sm_33,X_sm_34,X_sm_35,X_sm_36,X_sm_37,X_sm_38,X_sm_39,X_sm_40,X_sm_41,X_sm_42,X_sm_43,X_sm_44,X_sm_45,X_sm_46,X_sm_47,X_sm_48,X_sm_49,X_sm_50,X_sm_51,X_sm_52,X_sm_53,X_sm_54,X_sm_55,X_sm_56,X_sm_57,X_sm_58,X_sm_59,X_sm_60,X_sm_61,X_sm_62,X_sm_63,X_sm_64,X_sm_65,X_sm_66,X_sm_67,X_sm_68,Y_sm_17,Y_sm_18,Y_sm_19,Y_sm_20,Y_sm_21,Y_sm_22,Y_sm_23,Y_sm_24,Y_sm_25,Y_sm_26,Y_sm_27,Y_sm_28,Y_sm_29,Y_sm_30,Y_sm_31,Y_sm_32,Y_sm_33,Y_sm_34,Y_sm_35,Y_sm_36,Y_sm_37,Y_sm_38,Y_sm_39,Y_sm_40,Y_sm_41,Y_sm_42,Y_sm_43,Y_sm_44,Y_sm_45,Y_sm_46,Y_sm_47,Y_sm_48,Y_sm_49,Y_sm_50,Y_sm_51,Y_sm_52,Y_sm_53,Y_sm_54,Y_sm_55,Y_sm_56,Y_sm_57,Y_sm_58,Y_sm_59,Y_sm_60,Y_sm_61,Y_sm_62,Y_sm_63,Y_sm_64,Y_sm_65,Y_sm_66,Y_sm_67,Y_sm_68,File_Name,File Name,TAXA LABEL
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference/reference_finalselection/aedes_cnn-study_f_r_5918b541dc6e.png,Full Skeleton,1497,right,Aedes_rusticus,0.98,0.5515625,0.04062500000000002,0.014062499999999978,0.0,0.010937499999999933,0.051562499999999956,0.11406249999999996,0.18593749999999998,0.29218749999999993,0.4609375,0.36249999999999993,0.359375,0.3421875,0.3359375,0.3359375,0.1875,0.21250000000000002,0.3375,0.321875,0.359375,0.41875,0.484375,0.540625,0.596875,0.64375,0.690625,0.509375,0.496875,0.453125,0.45,0.403125,0.375,0.35625,0.509375,0.4515625,0.34843749999999996,0.24687499999999996,0.14374999999999993,0.5109375,0.4671875,0.4234375,0.37968749999999996,0.025000000000000022,0.0015625000000000222,0.04843750000000002,0.08281249999999996,0.1171875,0.15156249999999993,0.0,0.03749999999999998,0.07499999999999996,0.11249999999999993,0.15000000000000002,0.028124999999999956,0.07499999999999996,0.140625,0.20468750000000002,0.27031249999999996,0.07968750000000002,0.08124999999999993,0.11406249999999996,0.14687499999999998,0.1796875,0.1484375,0.13437500000000002,0.15468749999999998,0.17656249999999996,0.19687500000000002,0.23749999999999993,0.21875,0.25468749999999996,0.290625,0.3265625,0.32343749999999993,0.359375,0.39531249999999996,0.43125,0.4125,0.31718749999999996,0.290625,0.265625,0.23906249999999996,0.30625,0.27656249999999993,0.24687499999999996,0.21718749999999998,0.321875,0.30625,0.284375,0.284375,0.3625,0.365625,0.36875,0.36875,0.328125,0.3875,0.35625,0.34375,0.340625,0.3375,0.453125,0.409375,0.4,0.39375,0.38125,0.521875,0.4625,0.44375,0.425,0.415625,0.578125,0.525,0.5125,0.503125,0.5,0.63125,0.58125,0.571875,0.559375,0.54375,0.671875,0.61875,0.59375,0.5625,0.53125,0.64375,0.615625,0.584375,0.553125,0.49375,0.459375,0.471875,0.484375,0.496875,0.365625,0.3625,0.359375,0.359375,aedes_cnn-study_f_r_5918b541dc6e.png,aedes_cnn-study_f_r_5918b541dc6e.tif,Aedes_rusticus
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference/reference_finalselection/aedes_cnn-study_f_r_5a8b95402962.png,Repaired,1293,right,Aedes_communis-punctor-pair,0.97,0.5546875,0.03750000000000009,0.009375000000000022,0.0,0.0078125,0.04375000000000007,0.10625000000000007,0.18906250000000002,0.2953125000000001,0.48281250000000003,0.37187500000000007,0.3671875,0.3375,0.3359375,0.3421875000000001,0.19218750000000007,0.2093750000000001,0.325,0.31875,0.36875,0.428125,0.4875,0.534375,0.584375,0.628125,0.678125,0.490625,0.48125,0.440625,0.4375,0.396875,0.365625,0.35,0.5,0.4515625000000001,0.34843750000000007,0.24531250000000004,0.14218750000000002,0.515625,0.47187500000000004,0.4296875,0.38593750000000004,0.02187500000000009,0.0015625000000000222,0.04531250000000009,0.08281250000000007,0.11875000000000002,0.15625,0.0,0.03750000000000009,0.07656250000000009,0.11562500000000009,0.1546875000000001,0.0234375,0.07343750000000004,0.1390625000000001,0.20468750000000002,0.27031250000000007,0.07343750000000004,0.07656250000000009,0.109375,0.14218750000000002,0.17500000000000004,0.1468750000000001,0.12656250000000002,0.1484375,0.16875000000000007,0.19062500000000004,0.2406250000000001,0.22187500000000004,0.259375,0.296875,0.3343750000000001,0.33125000000000004,0.37031250000000004,0.40937500000000004,0.446875,0.4281250000000001,0.3125,0.2875000000000001,0.26093750000000004,0.23593750000000002,0.3125,0.2828125,0.25312500000000004,0.22343750000000007,0.309375,0.29375,0.26875,0.275,0.35,0.353125,0.353125,0.359375,0.3375,0.396875,0.359375,0.34375,0.334375,0.33125,0.459375,0.4125,0.4,0.390625,0.378125,0.521875,0.465625,0.440625,0.421875,0.409375,0.56875,0.51875,0.50625,0.496875,0.49375,0.615625,0.571875,0.565625,0.55,0.5125,0.659375,0.6,0.571875,0.546875,0.5125,0.63125,0.6,0.56875,0.53125,0.478125,0.45,0.465625,0.478125,0.490625,0.353125,0.35,0.346875,0.346875,aedes_cnn-study_f_r_5a8b95402962.png,aedes_cnn-study_f_r_5a8b95402962.tif,Aedes_communis-punctor-pair
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference/reference_finalselection/aedes_cnn-study_f_r_5b79d4dbcb8f.png,Full Skeleton,1533,right,Aedes_rusticus,0.99,0.553125,0.035937499999999956,0.012499999999999956,0.004687499999999956,0.009374999999999911,0.05312499999999998,0.11249999999999993,0.18281249999999993,0.2906249999999999,0.46406249999999993,0.35468749999999993,0.34843749999999996,0.33281249999999996,0.3265625,0.3296874999999999,0.18281249999999993,0.20937499999999998,0.296875,0.275,0.321875,0.384375,0.44375,0.496875,0.559375,0.603125,0.65,0.471875,0.459375,0.4125,0.409375,0.359375,0.328125,0.315625,0.465625,0.44999999999999996,0.34687499999999993,0.2437499999999999,0.140625,0.5109374999999999,0.46562499999999996,0.4203125,0.375,0.020312499999999956,0.0078125,0.046875,0.08124999999999993,0.11562499999999998,0.1499999999999999,0.0,0.04062499999999991,0.07656249999999998,0.11249999999999993,0.1484375,0.028124999999999956,0.07187499999999991,0.13593749999999993,0.19843749999999993,0.26249999999999996,0.07968749999999991,0.08437499999999998,0.11562499999999998,0.14687499999999998,0.17812499999999998,0.14687499999999998,0.13124999999999998,0.15156249999999993,0.1734374999999999,0.19374999999999998,0.2359374999999999,0.21562499999999996,0.25,0.28437499999999993,0.31875,0.32343749999999993,0.359375,0.39531249999999996,0.4312499999999999,0.41093749999999996,0.30937499999999996,0.28437499999999993,0.2593749999999999,0.234375,0.30156249999999996,0.271875,0.2421875,0.2124999999999999,0.28125,0.265625,0.24375,0.24375,0.31875,0.325,0.325,0.325,0.290625,0.353125,0.315625,0.303125,0.296875,0.296875,0.415625,0.36875,0.35625,0.35,0.3375,0.48125,0.421875,0.4,0.38125,0.36875,0.540625,0.484375,0.471875,0.4625,0.45625,0.590625,0.54375,0.534375,0.51875,0.5,0.628125,0.575,0.553125,0.521875,0.490625,0.60625,0.578125,0.55,0.51875,0.453125,0.421875,0.428125,0.4375,0.453125,0.321875,0.31875,0.315625,0.315625,aedes_cnn-study_f_r_5b79d4dbcb8f.png,aedes_cnn-study_f_r_5b79d4dbcb8f.tif,Aedes_rusticus
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference/reference_finalselection/aedes_cnn-study_f_r_5dc8f85ef106.png,Full Skeleton,1221,right,Aedes_vexans,0.98,0.603125,0.046875,0.012500000000000067,0.0031250000000000444,0.006250000000000089,0.050000000000000044,0.10000000000000009,0.1875,0.29218750000000004,0.503125,0.40937500000000004,0.4046875000000001,0.36875,0.3656250000000001,0.37968750000000007,0.2421875,0.2250000000000001,0.334375,0.3,0.365625,0.421875,0.478125,0.546875,0.596875,0.646875,0.703125,0.503125,0.4875,0.446875,0.446875,0.40625,0.365625,0.353125,0.509375,0.49375,0.3828125,0.27031250000000007,0.15937500000000004,0.5609375000000001,0.515625,0.4703125,0.42500000000000004,0.025000000000000022,0.0031250000000000444,0.057812500000000044,0.10468750000000004,0.15000000000000002,0.19687500000000002,0.0,0.050000000000000044,0.09843750000000007,0.1468750000000001,0.1953125,0.0234375,0.078125,0.15000000000000002,0.22187500000000004,0.29375000000000007,0.07343750000000004,0.08437500000000009,0.11875000000000002,0.1546875000000001,0.18906250000000002,0.14218750000000002,0.12343750000000009,0.15000000000000002,0.17500000000000004,0.2015625000000001,0.23906250000000007,0.22812500000000002,0.2734375,0.3187500000000001,0.36406250000000007,0.33281250000000007,0.3765625,0.41875000000000007,0.4609375,0.45625000000000004,0.34062500000000007,0.3125,0.2828125,0.25468750000000007,0.353125,0.32500000000000007,0.2984375,0.27031250000000007,0.315625,0.296875,0.271875,0.26875,0.353125,0.359375,0.3625,0.36875,0.325,0.39375,0.346875,0.33125,0.321875,0.325,0.45,0.40625,0.39375,0.38125,0.375,0.525,0.4625,0.440625,0.428125,0.415625,0.584375,0.525,0.509375,0.503125,0.496875,0.634375,0.58125,0.571875,0.5625,0.546875,0.675,0.609375,0.584375,0.55625,0.521875,0.659375,0.621875,0.590625,0.55,0.4875,0.4625,0.46875,0.4875,0.503125,0.359375,0.35625,0.35625,0.353125,aedes_cnn-study_f_r_5dc8f85ef106.png,aedes_cnn-study_f_r_5dc8f85ef106.tif,Aedes_vexans
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference/reference_finalselection/aedes_cnn-study_f_r_5e8431dd8798.png,Full Skeleton,1554,right,Aedes_rusticus,0.98,0.5484374999999999,0.035937499999999956,0.010937499999999933,0.0,0.017187500000000022,0.0625,0.11875000000000002,0.19218749999999996,0.2984375,0.46406249999999993,0.35624999999999996,0.353125,0.334375,0.328125,0.328125,0.171875,0.20468750000000002,0.33125,0.3375,0.384375,0.440625,0.5,0.553125,0.596875,0.640625,0.6875,0.503125,0.496875,0.45,0.446875,0.4,0.371875,0.36875,0.5125,0.44843749999999993,0.3453125,0.2421875,0.13906249999999998,0.50625,0.4625,0.41718749999999993,0.3734375,0.020312499999999956,0.0015625000000000222,0.04218749999999993,0.07499999999999996,0.10781249999999998,0.140625,0.0015625000000000222,0.03437499999999993,0.06874999999999998,0.10312500000000002,0.13749999999999996,0.03749999999999998,0.078125,0.140625,0.203125,0.265625,0.08906249999999993,0.09062499999999996,0.11875000000000002,0.1484375,0.17656249999999996,0.15312499999999996,0.13437500000000002,0.15312499999999996,0.171875,0.19062499999999993,0.24531249999999993,0.22343749999999996,0.25625,0.290625,0.32343749999999993,0.328125,0.36249999999999993,0.3984375,0.43281249999999993,0.41093749999999996,0.30937499999999996,0.2828125,0.2578125,0.23124999999999996,0.296875,0.265625,0.234375,0.203125,0.31875,0.309375,0.29375,0.296875,0.35,0.35625,0.3625,0.365625,0.353125,0.4125,0.378125,0.3625,0.353125,0.35,0.475,0.43125,0.415625,0.40625,0.39375,0.5375,0.475,0.45,0.428125,0.4125,0.584375,0.534375,0.51875,0.50625,0.503125,0.628125,0.584375,0.578125,0.5625,0.546875,0.6625,0.6125,0.5875,0.559375,0.53125,0.640625,0.6125,0.58125,0.55,0.490625,0.459375,0.46875,0.484375,0.496875,0.365625,0.3625,0.3625,0.365625,aedes_cnn-study_f_r_5e8431dd8798.png,aedes_cnn-study_f_r_5e8431dd8798.tif,Aedes_rusticus
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference/reference_finalselection/aedes_cnn-study_f_r_5ef09826f2c7.png,Repaired,1415,right,Aedes_vexans,0.21,0.6062500000000001,0.03281250000000002,0.014062500000000089,0.0,0.006250000000000089,0.04843750000000002,0.10468750000000004,0.1875,0.2953125000000001,0.5046875000000001,0.40156250000000004,0.39375000000000004,0.3609375,0.359375,0.3671875,0.26250000000000007,0.24375000000000002,0.346875,0.328125,0.378125,0.4375,0.484375,0.546875,0.6,0.646875,0.696875,0.503125,0.496875,0.453125,0.45,0.4125,0.384375,0.359375,0.509375,0.49218750000000006,0.37812500000000004,0.26250000000000007,0.1484375,0.5593750000000001,0.5109375,0.46406250000000004,0.415625,0.018750000000000044,0.0031250000000000444,0.06406250000000002,0.11406250000000007,0.1640625,0.21406250000000004,0.0,0.05156250000000007,0.10468750000000004,0.15781250000000002,0.2109375,0.0234375,0.07656250000000009,0.1468750000000001,0.2171875000000001,0.2875000000000001,0.07500000000000007,0.08750000000000002,0.12656250000000002,0.16562500000000002,0.20468750000000002,0.14531250000000007,0.1312500000000001,0.16093750000000007,0.18906250000000002,0.21875,0.2406250000000001,0.22812500000000002,0.2718750000000001,0.3140625,0.3578125000000001,0.3375,0.37968750000000007,0.4234375,0.46562500000000007,0.453125,0.3375,0.3140625,0.290625,0.2671875,0.34687500000000004,0.3265625000000001,0.3046875,0.28437500000000004,0.33125,0.30625,0.28125,0.28125,0.365625,0.371875,0.375,0.378125,0.35,0.403125,0.359375,0.340625,0.33125,0.334375,0.4625,0.415625,0.4,0.3875,0.38125,0.528125,0.46875,0.446875,0.434375,0.421875,0.58125,0.53125,0.51875,0.50625,0.5,0.634375,0.584375,0.575,0.565625,0.54375,0.671875,0.61875,0.5875,0.559375,0.528125,0.653125,0.621875,0.590625,0.55625,0.49375,0.4625,0.475,0.484375,0.496875,0.36875,0.365625,0.3625,0.3625,aedes_cnn-study_f_r_5ef09826f2c7.png,aedes_cnn-study_f_r_5ef09826f2c7.tif,Aedes_vexans
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference/reference_finalselection/aedes_cnn-study_f_r_5f71f9d259a4.png,Full Skeleton,1170,right,Aedes_cinereus-geminus-pair,1.0,0.5890625,0.04843750000000002,0.015625,0.0031249999999999334,0.006249999999999978,0.051562499999999956,0.109375,0.19687500000000002,0.3046875,0.5015624999999999,0.396875,0.4046875,0.353125,0.34843749999999996,0.359375,0.24375000000000002,0.23281249999999998,0.346875,0.3125,0.375,0.43125,0.490625,0.5375,0.5875,0.6375,0.690625,0.496875,0.4875,0.44375,0.44375,0.409375,0.378125,0.35625,0.5,0.4828125,0.375,0.265625,0.15781250000000002,0.546875,0.5,0.453125,0.40625,0.028124999999999956,0.004687499999999956,0.06093749999999998,0.10624999999999996,0.15312499999999996,0.19843749999999993,0.0,0.051562499999999956,0.09999999999999998,0.1484375,0.19687500000000002,0.025000000000000022,0.07343749999999993,0.14218750000000002,0.2109375,0.2796875,0.078125,0.08750000000000002,0.12343749999999998,0.15937499999999993,0.1953125,0.15000000000000002,0.13437500000000002,0.15937499999999993,0.18593749999999998,0.2109375,0.25,0.234375,0.275,0.31562499999999993,0.35624999999999996,0.34062499999999996,0.38125,0.421875,0.4609375,0.44999999999999996,0.3296875,0.30625,0.28125,0.2578125,0.3375,0.3140625,0.290625,0.2671875,0.328125,0.3125,0.2875,0.28125,0.3625,0.36875,0.36875,0.375,0.33125,0.403125,0.359375,0.346875,0.334375,0.334375,0.4625,0.41875,0.4,0.3875,0.38125,0.528125,0.46875,0.446875,0.434375,0.41875,0.575,0.525,0.515625,0.50625,0.496875,0.625,0.571875,0.565625,0.55625,0.5375,0.665625,0.609375,0.575,0.54375,0.5125,0.64375,0.609375,0.575,0.5375,0.484375,0.45625,0.46875,0.478125,0.490625,0.371875,0.365625,0.365625,0.359375,aedes_cnn-study_f_r_5f71f9d259a4.png,aedes_cnn-study_f_r_5f71f9d259a4.tif,Aedes_cinereus-geminus-pair
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference/reference_finalselection/aedes_cnn-study_f_r_628651f00eed.png,Full Skeleton,1309,right,Aedes_cinereus-geminus-pair,0.99,0.59375,0.04062500000000002,0.009375000000000022,0.0,0.0078125,0.04531249999999998,0.1015625,0.1953125,0.30000000000000004,0.51875,0.41093750000000007,0.40937500000000004,0.3671875,0.365625,0.37031250000000004,0.23906250000000007,0.22499999999999998,0.3375,0.303125,0.359375,0.4125,0.46875,0.525,0.58125,0.625,0.675,0.484375,0.478125,0.434375,0.434375,0.396875,0.371875,0.35625,0.496875,0.484375,0.3734375,0.26250000000000007,0.15156250000000004,0.5515625,0.5062500000000001,0.4609375,0.415625,0.021874999999999978,0.0,0.0546875,0.1015625,0.1484375,0.1953125,0.0,0.046875,0.09531250000000002,0.14218750000000002,0.19062500000000004,0.0234375,0.078125,0.15000000000000002,0.22187500000000004,0.29375000000000007,0.07187500000000002,0.08125000000000004,0.1171875,0.15312500000000007,0.18906250000000002,0.14687499999999998,0.125,0.15156250000000004,0.17656250000000007,0.203125,0.24687500000000007,0.23593750000000002,0.2796875,0.32343750000000004,0.3671875,0.3421875,0.38750000000000007,0.43281250000000004,0.4765625,0.46562500000000007,0.33906250000000004,0.3109375,0.2828125,0.25468750000000007,0.3453125,0.31875,0.29218750000000004,0.265625,0.31875,0.303125,0.28125,0.278125,0.353125,0.359375,0.365625,0.36875,0.325,0.384375,0.35,0.340625,0.33125,0.334375,0.440625,0.40625,0.39375,0.384375,0.378125,0.503125,0.453125,0.4375,0.428125,0.4125,0.559375,0.5125,0.5,0.490625,0.4875,0.615625,0.565625,0.5625,0.553125,0.534375,0.653125,0.59375,0.565625,0.5375,0.509375,0.63125,0.596875,0.5625,0.521875,0.471875,0.446875,0.459375,0.475,0.490625,0.3625,0.359375,0.35625,0.35625,aedes_cnn-study_f_r_628651f00eed.png,aedes_cnn-study_f_r_628651f00eed.tif,Aedes_cinereus-geminus-pair
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference/reference_finalselection/aedes_cnn-study_f_r_63ebe1b8ab51.png,Full Skeleton,1723,right,Aedes_rusticus,0.98,0.5546875,0.029687499999999978,0.010937499999999933,0.0,0.010937499999999933,0.05312499999999998,0.11406249999999996,0.1890624999999999,0.296875,0.46406249999999993,0.36249999999999993,0.35624999999999996,0.3374999999999999,0.33124999999999993,0.33124999999999993,0.19374999999999998,0.2203124999999999,0.321875,0.325,0.36875,0.428125,0.4875,0.546875,0.603125,0.65625,0.7,0.51875,0.5,0.453125,0.45,0.396875,0.371875,0.35625,0.50625,0.44999999999999996,0.3453124999999999,0.24062499999999998,0.13593749999999993,0.5140625,0.46874999999999994,0.4234374999999999,0.37812499999999993,0.015625,0.0015624999999999112,0.046875,0.08281249999999996,0.12031249999999993,0.15625,0.0,0.0390625,0.078125,0.1171875,0.15625,0.028124999999999956,0.07499999999999996,0.13906249999999998,0.203125,0.2671874999999999,0.08281249999999996,0.0859375,0.11874999999999991,0.15312499999999996,0.18593749999999998,0.1499999999999999,0.13593749999999993,0.1578124999999999,0.1796875,0.20156249999999998,0.2421875,0.22187499999999993,0.25625,0.29218749999999993,0.3265625,0.3296874999999999,0.36406249999999996,0.3984375,0.43281249999999993,0.4140625,0.3140624999999999,0.2906249999999999,0.2671874999999999,0.2437499999999999,0.3046875,0.27656249999999993,0.25,0.22187499999999993,0.315625,0.3,0.278125,0.284375,0.35,0.35625,0.359375,0.3625,0.340625,0.39375,0.359375,0.346875,0.340625,0.3375,0.459375,0.415625,0.403125,0.39375,0.38125,0.528125,0.465625,0.440625,0.425,0.409375,0.584375,0.528125,0.51875,0.50625,0.5,0.640625,0.5875,0.578125,0.565625,0.546875,0.675,0.625,0.596875,0.5625,0.534375,0.65625,0.628125,0.596875,0.56875,0.5,0.459375,0.46875,0.48125,0.49375,0.359375,0.359375,0.359375,0.35625,aedes_cnn-study_f_r_63ebe1b8ab51.png,aedes_cnn-study_f_r_63ebe1b8ab51.tif,Aedes_rusticus
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference/reference_finalselection/aedes_cnn-study_f_r_66dfc6cb47ec.png,Full Skeleton,1073,right,Aedes_vexans,0.62,0.5546875,0.05156250000000007,0.02187500000000009,0.006250000000000089,0.0031250000000000444,0.03750000000000009,0.1015625,0.19062500000000004,0.28593750000000007,0.48437500000000006,0.3828125,0.3812500000000001,0.3500000000000001,0.3453125,0.3515625,0.23593750000000002,0.2406250000000001,0.3375,0.303125,0.346875,0.409375,0.4625,0.525,0.590625,0.646875,0.7,0.515625,0.49375,0.45625,0.453125,0.409375,0.375,0.35,0.503125,0.4546875,0.35468750000000004,0.25312500000000004,0.15312500000000007,0.5171875,0.47656250000000006,0.43437500000000007,0.39375000000000004,0.03281250000000002,0.009375000000000022,0.06406250000000002,0.10781250000000009,0.15000000000000002,0.1937500000000001,0.0,0.05156250000000007,0.09843750000000007,0.14375000000000004,0.19062500000000004,0.015625,0.0703125,0.1390625000000001,0.20781250000000007,0.27656250000000004,0.06718750000000007,0.078125,0.11875000000000002,0.15937500000000004,0.20000000000000007,0.14375000000000004,0.12968750000000007,0.15781250000000002,0.1875,0.21562500000000007,0.23750000000000004,0.2265625,0.265625,0.3046875,0.34375,0.32343750000000004,0.36406250000000007,0.4046875000000001,0.4453125,0.43437500000000007,0.328125,0.30625,0.28437500000000004,0.26250000000000007,0.3296875,0.30625,0.2828125,0.259375,0.31875,0.296875,0.275,0.271875,0.359375,0.365625,0.371875,0.371875,0.3125,0.375,0.34375,0.33125,0.328125,0.328125,0.434375,0.4,0.390625,0.384375,0.375,0.50625,0.453125,0.440625,0.43125,0.421875,0.571875,0.515625,0.50625,0.496875,0.49375,0.63125,0.578125,0.575,0.5625,0.54375,0.678125,0.615625,0.584375,0.553125,0.521875,0.665625,0.634375,0.596875,0.565625,0.49375,0.4625,0.471875,0.484375,0.496875,0.365625,0.3625,0.35625,0.35625,aedes_cnn-study_f_r_66dfc6cb47ec.png,aedes_cnn-study_f_r_66dfc6cb47ec.tif,Aedes_sticticus
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference/reference_finalselection/aedes_cnn-study_f_r_66e75ca98b92.png,Full Skeleton,1492,right,Aedes_cinereus-geminus-pair,1.0,0.6296875,0.043749999999999956,0.014062499999999978,0.0,0.006249999999999978,0.04999999999999993,0.109375,0.203125,0.32499999999999996,0.54375,0.43437499999999996,0.42656249999999996,0.396875,0.39531249999999996,0.3999999999999999,0.2749999999999999,0.234375,0.303125,0.3,0.3625,0.428125,0.484375,0.540625,0.59375,0.6375,0.68125,0.471875,0.46875,0.41875,0.421875,0.38125,0.35,0.334375,0.49375,0.5125,0.39531249999999996,0.27812499999999996,0.16093749999999996,0.5874999999999999,0.5406249999999999,0.49374999999999997,0.4468749999999999,0.02499999999999991,0.0015624999999999112,0.06562499999999993,0.11874999999999991,0.17031249999999998,0.22343749999999996,0.0,0.0546875,0.109375,0.1640625,0.21875,0.02499999999999991,0.08281249999999996,0.16093749999999996,0.23906249999999996,0.31718749999999996,0.078125,0.0859375,0.12343749999999998,0.15937499999999993,0.1968749999999999,0.15625,0.1343749999999999,0.16093749999999996,0.18593749999999998,0.2124999999999999,0.26249999999999996,0.24687499999999996,0.29374999999999996,0.34062499999999996,0.38749999999999996,0.3671875,0.4125,0.45624999999999993,0.49999999999999994,0.48906249999999996,0.365625,0.33281249999999996,0.29999999999999993,0.2671874999999999,0.375,0.35,0.32499999999999996,0.29999999999999993,0.29375,0.28125,0.253125,0.253125,0.328125,0.33125,0.334375,0.34375,0.325,0.39375,0.340625,0.321875,0.309375,0.309375,0.45625,0.403125,0.384375,0.36875,0.359375,0.521875,0.45625,0.43125,0.41875,0.396875,0.575,0.525,0.509375,0.496875,0.490625,0.628125,0.575,0.5625,0.55,0.528125,0.65625,0.596875,0.559375,0.528125,0.5,0.634375,0.596875,0.559375,0.515625,0.459375,0.434375,0.453125,0.465625,0.48125,0.340625,0.340625,0.3375,0.334375,aedes_cnn-study_f_r_66e75ca98b92.png,aedes_cnn-study_f_r_66e75ca98b92.tif,Aedes_cinereus-geminus-pair
,/Users/kristophernolte/Documents/ITHILDIN_evaluation/reference/reference_finalselection/aedes_cnn-study_f_r_66fe4056f3d2.png,Full Skeleton,1118,right,Aedes_sticticus,0.99,0.5984375,0.04999999999999993,0.015625,0.0031249999999999334,0.006249999999999978,0.04218749999999993,0.09375,0.1875,0.30937499999999996,0.5093749999999999,0.4078124999999999,0.3999999999999999,0.37187499999999996,0.3609374999999999,0.3687499999999999,0.22968749999999993,0.24843749999999998,0.3375,0.30625,0.359375,0.403125,0.46875,0.525,0.584375,0.640625,0.7,0.509375,0.496875,0.45,0.453125,0.40625,0.371875,0.353125,0.50625,0.48906249999999996,0.37968749999999996,0.27031249999999996,0.16093749999999996,0.5546875,0.5078125,0.4624999999999999,0.4156249999999999,0.029687499999999978,0.006249999999999978,0.05781249999999993,0.1015625,0.14531249999999996,0.1890624999999999,0.0,0.04843749999999991,0.09375,0.13906249999999998,0.18437499999999996,0.021874999999999978,0.07656249999999998,0.14687499999999998,0.21875,0.2890625,0.06562499999999993,0.08281249999999996,0.12343749999999998,0.1656249999999999,0.20624999999999993,0.13749999999999996,0.125,0.15625,0.1875,0.21875,0.24687499999999996,0.23124999999999996,0.2749999999999999,0.31875,0.36249999999999993,0.3453124999999999,0.38749999999999996,0.4296875,0.47031249999999997,0.459375,0.34843749999999996,0.32343749999999993,0.2984374999999999,0.2734375,0.3421875,0.3140624999999999,0.28593749999999996,0.2578125,0.31875,0.30625,0.278125,0.275,0.3625,0.36875,0.365625,0.36875,0.321875,0.375,0.35,0.340625,0.328125,0.328125,0.434375,0.4,0.390625,0.38125,0.375,0.503125,0.45,0.4375,0.428125,0.415625,0.559375,0.5125,0.503125,0.496875,0.490625,0.625,0.575,0.56875,0.559375,0.54375,0.675,0.6125,0.584375,0.559375,0.525,0.65625,0.625,0.590625,0.55,0.496875,0.4625,0.471875,0.48125,0.490625,0.365625,0.3625,0.359375,0.353125,aedes_cnn-study_f_r_66fe4056f3d2.png,aedes_cnn-study_f_r_66fe4056f3d2.tif,Aedes_sticticus
